EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,HireDate,Salary,SalaryHistory,PerformanceRating,WorkLifeBalance,JobSatisfaction,DistanceFromHome,Overtime,NumCompaniesWorked,YearsSincePromotion,LastPromotionDate,TrainingHoursLastYear,ManagerID,EmployeeStatus,Attrition
EMP_0276,38.0,Female,D,Bachelor,Engineering ,Senior Engineer,22-04-2014,132223.0,"101341,106870,113876",4.0,5.0,3,4,Yes,5,0.4394242559731802,2023-09-11,11,MGR_058,Active,0
EMP_0427,27.0,F,M,Bachelors,Operations,Process Specialist,2018-09-19,63117.0,54072,3.0,10.0,Medium,24,Y,3,3.871003282438744,2018-05-31,15,MGR_051,Active,0
EMP_1217,29.0,female,Married,MS,Marketing,Marketing Specialist,16-12-2012,57785.0,"38171,40926,47527,52169",3.0,5.0,4,32,N,0,0.84104177904545,2016-06-05,0,MGR_012,Terminated,1
EMP_0554,37.0,F,single,BA,Engineering,Jr. Software Engineer,08/05/2015,65408.0,57554,4.0,0.0,3,1,No,0,0.16241699625286787,2023-06-23,28,MGR_004,Resigned,1
EMP_9196,40.0,F,Married,Master,Engineering,Senior Engineer,"June 27, 2011",105273.0,"82100,90001",4.0,4.0,2,3,No,3,0.514349365068192,2017-05-10,16,MGR_106,Active,0
EMP_0198,36.0,male,Married,Bachelor,Sales,Account Manager,2019-08-13,74675.0,"50498,56614,64197",3.0,1.0,3,7,No,3,0.6758057714072618,2018-07-13,82,MGR_019,Active,0
EMP_1980,38.0,Male,Married,Master,Engineering ,Software Engineer,"April 17, 2024",103050.0,"71923,84495,96788",2.0,5.0,4,14,Yes,4,2.357423903285943,2020-08-30,4,,Resigned,1
EMP_9817,19.0,M,Divorced,BA,Operations,Process Specialist,08/05/2015,,,1.0,5.0,3,11,Yes,5,0.9848585724898256,,5,MGR_191,Active,0
EMP_0323,28.0,Female,single,Bachelor,Sales,Account Manager,2020-06-28,86588.0,"57081,65683,74315",3.0,1.0,2,1,Yes,4,0.4435879171852753,2025-04-14,33,MGR_123,Resigned,1
EMP_1567,35.0,M,married,Bachelor,sales,Sales Manager,03/26/2017,72522.0,"52743,57128,61924",2.0,4.0,3,12,No,1,,2017-10-08,15,MGR_016,Active,0
EMP_1292,54.0,Male,S,PhD,Enginnering,Software Engineer,10/14/2019,84677.0,"62981,69252,74879",3.0,2.0,3,24,No,0,0.28110604878697926,2016-06-24,26,MGR_034,Active,0
EMP_0231,29.0,F,married,BA,Engineering,DevOps Engineer,"December 26, 2010",,,3.0,3.0,4,36,No,2,0.9840801027121294,2020-07-28,4,,Active,0
EMP_0174,37.0,F,married,High School,R&D,Research Scientist,"September 02, 2012",93109.0,,2.0,1.0,4,3,Yes,2,0.20522152036200575,,7,MGR_082,Active,0
EMP_0509,35.0,F,single,Bachelor,Sales,Sales Rep,"June 16, 2022",49826.0,42719,3.0,5.0,Low,18,Y,2,1.4600742578684935,2022-10-06,0,MGR_129,Active,0
EMP_0142,45.0,F,Married,High School,Marketting,Digital Marketer,05/25/2012,61185.0,"38375,42660,48688,53174",,2.0,Medium,22,Yes,2,3.8216491620979123,2021-10-21,45,MGR_076,Active,0
EMP_1783,22.0,M,Single,High School,Marketing,Marketing Specialist,"October 23, 2012",69781.0,"47595,50814,54270,63375",3.0,4.0,4,16,No,4,7.815759186298312,2021-05-08,26,MGR_046,Active,0
EMP_0463,29.0,Male,Married,Master,Engineering,Senior Engineer,"September 01, 2012",123830.0,"87178,96808,109255",3.0,2.0,Very Low,2,Yes,1,8.439076991984905,2016-05-01,27,MGR_100,Terminated,1
EMP_1517,47.0,Male,M,Bachelors,Human Resources,Recruiter,05-11-2024,63016.0,,3.0,4.0,5,4,Yes,1,7.832326039461227,2021-06-17,23,MGR_143,Active,0
EMP_0952,37.0,F,Single,Bachelors,Marketing,Marketing Manager,"December 31, 2023",20000.0,,3.0,5.0,3,28,Yes,1,0.9640079137498572,2024-02-08,19,MGR_106,Active,0
EMP_1662,34.0,male,married,Master,Engineering,Software Engineer,"September 15, 2010",97553.0,"68274,78800,90773",3.0,2.0,4,34,No,3,0.9299102652636385,2019-10-30,24,MGR_163,Active,0
EMP_0002,33.0,Male,married,BS,Finance,Senior Analyst,22-07-2015,73946.0,,2.0,3.0,2,2,No,5,1.2939222686358836,2017-02-06,22,MGR_067,Active,0
EMP_0991,36.0,M,Married,Bachelors,Marketing,Marketing Manager,2011-08-23,83916.0,"62093,70197,75674",4.0,3.0,3,3,0,3,3.4046537205256713,,14,MGR_087,Terminated,1
EMP_1605,31.0,Male,single,High School,Marketting,Digital Marketer,2020/15/30,51466.0,"39790,43915",5.0,3.0,3,17,N,4,1.3925746647429311,2022-06-30,42,MGR_025,Resigned,1
EMP_1039,36.0,MALE,Married,Bachelors,Finance,Financial Analyst,,57520.0,50232,3.0,4.0,4,33,No,2,1.9723776541580222,2017-05-25,18,MGR_069,Active,0
EMP_1506,31.0,M,married,Masters,Sales,Sr. Sales Rep,2013-01-10,20000.0,"13629,14918,17047,17953",4.0,3.0,4,6,No,3,6.2035208548401535,2022-11-11,30,MGR_144,Resigned,1
EMP_0956,43.0,male,Single,BS,IT,IT Specialist,05/26/2019,78024.0,"63283,72101",3.0,5.0,4,31,TRUE,1,0.827120355144231,2018-06-28,0,MGR_062,Active,0
EMP_1933,31.0,Female,single,Bachelor,Engineering ,Senior Engineer,2014-11-26,162449.0,"116219,124241,132933,143980",4.0,4.0,2,24,Yes,2,0.6028484619449949,2016-01-27,18,MGR_183,Active,0
EMP_1850,38.0,male,single,Bachelor,HR,HR Specialist,"August 10, 2024",42978.0,,4.0,3.0,nan,10,Yes,1,3.6219087327878126,2020-10-25,20,MGR_096,Active,0
EMP_0109,37.0,MALE,single,Bachelor,Finance,Accountant,12/21/2016,63209.0,"41860,46501,54127,59659",3.0,4.0,1,1,No,2,0.772324393528852,2016-01-27,32,,Active,0
EMP_1416,42.0,M,married,Bachelor,Sales,Sales Rep,12-10-2010,41860.0,"27317,30899,35968",3.0,1.0,3,10,Yes,2,1.1180444797220526,2016-02-25,103,MGR_011,Active,0
EMP_0618,40.0,M,Married,Master,Operations,Operations Analyst,25-06-2016,56944.0,"36839,41985,45705,51177",2.0,2.0,5,3,0,1,1.1260920067619398,2019-08-03,2,MGR_040,Terminated,1
EMP_0176,41.0,female,married,Bachelor,HR,Recruiter,2023-07-14,57038.0,"42547,50047",3.0,4.0,Medium,35,0,3,2.771865954233353,2015-09-29,31,,Terminated,1
EMP_0084,30.0,female,married,Bachelor,Marketing,Marketing Manager,03/22/2024,89853.0,,5.0,3.0,2,22,N,2,2.723709136494781,2021-11-18,0,MGR_060,Resigned,1
EMP_0268,23.0,female,S,Bachelor,Sales,Sr. Sales Rep,11/12/2012,71500.0,"57729,64704",4.0,1.0,3,7,Yes,1,2.4085346039042665,2024-02-27,2,MGR_159,Active,0
EMP_1280,32.0,M,Divorced,Bachelor,Engineering,Engineering Manager,07/27/2019,154161.0,"116000,133553,146312",3.0,1.0,1,8,No,0,0.679807844218575,2018-10-07,12,MGR_024,Retired,1
EMP_0770,49.0,F,Single,Master,Engineering ,Software Engineer,"September 19, 2012",112338.0,"68045,76808,84801,96819",2.0,3.0,Medium,33,Yes,2,1.664416351982781,2024-01-06,24,MGR_175,Active,0
EMP_0648,34.0,female,Married,Master,Engineering,Jr. Software Engineer,06/03/2014,81658.0,"71468,75252",3.0,4.0,2,1,No,2,1.1076648436160357,2021-10-18,47,MGR_083,Active,0
EMP_1248,28.0,Male,single,BA,Customer Service,CS Manager,"December 11, 2024",66818.0,"53947,61470",4.0,5.0,2,36,Yes,3,1.5548270811698879,2023-08-16,4,MGR_033,Resigned,1
EMP_1446,29.0,Male,single,Bachelor,Operations,Ops Analyst,30-08-2020,51742.0,48662,4.0,4.0,2,,No,1,4.346241312925832,2020-08-23,3,,Active,0
EMP_1170,41.0,female,Single,Masters,Marketing,Digital Marketer,2012-04-07,67487.0,57843,3.0,1.0,3,20,1,4,0.18869233864707866,2019-10-24,5,MGR_058,Active,0
EMP_0571,35.0,MALE,Single,Masters,sales,Account Manager,30-11-2024,68450.0,61726,3.0,3.0,1,19,No,4,0.15229202935589423,2018-09-07,25,MGR_150,Terminated,1
EMP_0587,31.0,F,Single,PhD,Sales,Account Manager,"February 03, 2019",102126.0,"67045,75349,80838,90487",3.0,3.0,3,31,1,3,1.860104138827044,2019-05-21,28,MGR_101,Active,0
EMP_0888,32.0,Female,Married,Masters,Marketing,Marketing Specialist,2010-03-21,48776.0,43032,3.0,1.0,Low,28,nan,2,,2022-11-07,6,,Active,0
EMP_1999,33.0,Male,Single,Masters,Sales,Account Manager,29-10-2024,78977.0,"52461,60457,70027",5.0,5.0,4,4,No,2,4.301307802280899,2024-10-11,77,MGR_003,Resigned,1
EMP_0789,34.0,M,Single,Master,sales,Account Manager,03/16/2024,55248.0,49967,2.0,3.0,3,8,N,5,0.12001492906668329,2023-03-13,63,MGR_096,Active,0
EMP_1069,31.0,Male,Divorced,High school,Sales,Sr. Sales Rep,2022-03-22,,,3.0,5.0,5,21,No,1,0.6915928018647387,2020-11-03,54,MGR_116,Active,0
EMP_1710,27.0,male,married,Masters,Engineering,Jr. Software Engineer,01/04/2019,77335.0,,2.0,4.0,3,33,No,3,0.08067146441039774,2022-02-04,3,,Active,0
EMP_1240,48.0,M,Divorced,BA,Marketing,Digital Marketer,09/24/2012,63759.0,"39092,44532,48795,54342",3.0,1.0,3,2,Yes,5,3.8292013958359314,2017-04-13,1000,MGR_127,Active,0
EMP_1403,44.0,F,Married,MA,Engineering,Engineering Manager,2022-06-28,127253.0,,3.0,1.0,3,14,Yes,0,1.2074847597700016,2019-08-19,74,MGR_072,Resigned,1
EMP_0656,35.0,Female,Married,Masters,Customer Service,Support Specialist,2022-07-22,38671.0,"25841,27852,30903,34470",2.0,4.0,1,14,1,6,1.131849931016075,2017-04-24,43,MGR_180,Terminated,1
EMP_1902,32.0,Male,single,Bachelor,Engineering,Jr. Software Engineer,"March 12, 2020",84556.0,"65933,72747",4.0,4.0,3,4,Y,0,1.1330127486407535,2024-09-04,34,MGR_103,Active,0
EMP_0890,43.0,Female,D,Bachelors,Customer Service,Support Specialist,09/10/2014,36471.0,,3.0,3.0,3,18,Yes,0,1.3310256935557319,2017-03-11,49,MGR_002,Terminated,1
EMP_0912,36.0,F,Single,High School,sales,Sales Rep,2022-05-04,47000.0,"29462,34489,38198,43370",4.0,4.0,High,2,No,4,1.0393700617292896,2016-03-10,43,MGR_070,Terminated,1
EMP_0907,24.0,F,Divorced,Masters,Engineering ,Software Engineer,2010-05-12,98731.0,,3.0,,4,5,Y,3,1.7833563233356258,2015-08-26,9,,Active,0
EMP_1487,23.0,Female,Divorced,MS,Operations,Operations Analyst,2010-12-10,55094.0,48931,3.0,3.0,Low,50,FALSE,0,2.565746171916695,2016-03-07,67,MGR_152,Active,0
EMP_1731,33.0,Female,Divorced,MA,R&D,Product Developer,"June 10, 2012",107848.0,"77318,85739,100160",2.0,4.0,1,15,1,1,3.4024928655032336,2023-04-03,14,MGR_157,Active,0
EMP_1137,44.0,MALE,single,High School,Engineering,DevOps Engineer,03/07/2010,98899.0,"77845,90015",3.0,3.0,3,8,Yes,1,1.1522152773769772,2019-05-06,33,MGR_032,Active,0
EMP_0448,27.0,Male,Divorced,High School,HR,HR Generalist,30-05-2019,46280.0,"35934,39368,42535",3.0,2.0,4,1,Y,0,1.833170042047013,2018-05-21,0,MGR_029,Active,0
EMP_0241,28.0,Male,married,BS,Operations,Operations Manager,04-11-2021,97142.0,84735,3.0,4.0,Very Low,12,No,1,0.17280444641131357,2016-05-15,16,MGR_143,Resigned,1
EMP_0400,44.0,Female,D,Master,HR,HR Specialist,14-05-2018,47007.0,,4.0,2.0,2,46,No,1,1.0965083806883447,2021-12-23,2,MGR_198,Active,0
EMP_0979,22.0,male,Single,BS,Human Resources,Recruiter,"October 14, 2019",61088.0,"40837,43242,45696,52726",4.0,4.0,4,1,No,2,0.7118593133997304,,16,MGR_165,Retired,1
EMP_0993,33.0,female,Divorced,Masters,sales,Sales Rep,"June 19, 2024",42440.0,"33450,37697",4.0,4.0,1,4,0,0,1.089138138854774,2019-01-27,4,MGR_108,Active,0
EMP_1040,43.0,F,married,Master,Engineering,Software Engineer,"June 29, 2011",77784.0,"51847,58645,67604,72235",3.0,1.0,2,3,No,1,0.8359063166945638,2020-04-20,31,MGR_180,Active,0
EMP_1221,25.0,Female,Single,Bachelor,Operations,Process Specialist,"July 28, 2010",40930.0,,3.0,2.0,4,1,Yes,3,0.896773406901697,2016-12-31,2,MGR_078,Active,0
EMP_1320,33.0,M,married,High School,Marketing,Marketing Analyst,"December 06, 2024",66729.0,"44923,51378,56984,60234",3.0,2.0,Medium,22,No,1,0.8095238324593803,2019-06-20,40,MGR_182,Active,0
EMP_0213,42.0,male,Divorced,Bachelor,Operations,Operations Manager,2012-01-12,85958.0,"55824,61994,72864,78571",4.0,4.0,3,31,No,0,0.5152142928559638,2020-12-26,8,MGR_178,Resigned,1
EMP_1762,40.0,Male,single,Bachelors,Human Resources,HR Specialist,"August 26, 2021",49353.0,"31803,37341,40103,42283",3.0,3.0,2,8,No,2,2.8152138024965336,2018-04-08,500,MGR_086,Active,0
EMP_1502,30.0,Female,Married,Bachelor,Customer Service,CS Manager,10/07/2013,70890.0,"53404,59876,64347",4.0,3.0,3,5,No,5,1.6661826110916618,2016-07-10,18,MGR_090,Active,0
EMP_0083,46.0,Female,Single,High School,R&D,Product Developer,12/20/2023,85183.0,76142,4.0,3.0,4,14,No,2,0.8352505064234048,2018-06-14,11,MGR_136,Active,0
EMP_1852,49.0,Male,Divorced,High School,Engineering,Senior Engineer,12/08/2010,107412.0,93415,3.0,2.0,2,6,No,2,0.13951293117784638,2023-11-15,46,MGR_136,Active,0
EMP_0501,42.0,female,Single,Bachelors,Operations,Operations Manager,11/13/2017,94115.0,"74890,84258",1.0,3.0,4,27,No,2,,2022-09-22,22,MGR_186,Laid Off,1
EMP_0592,31.0,female,married,Masters,Sales,Sales Rep,"July 04, 2020",48069.0,43609,1.0,3.0,2,5,Yes,2,1.3529992886142133,2017-04-04,23,MGR_112,Active,0
EMP_1500,39.0,Female,married,BS,Human Resources,Recruiter,15-11-2010,68056.0,60351,2.0,3.0,4,50,No,0,1.6138516090729051,2023-01-01,34,MGR_043,Active,0
EMP_0490,42.0,Female,Single,MA,sales,Sales Manager,10/22/2012,102996.0,"59877,69761,80546,90897",4.0,2.0,4,13,No,0,1.3311795885979554,2019-02-11,11,MGR_155,Terminated,1
EMP_1183,42.0,Female,married,Master,HR,HR Manager,2023-13-45,52283.0,"31159,36388,40720,46147",3.0,4.0,3,3,No,3,0.633004707917377,2017-06-29,27,MGR_094,Active,0
EMP_1161,18.0,male,married,MS,Engineering ,Senior Engineer,10/02/2015,114484.0,"74836,82463,92976,106963",1.0,2.0,Very High,2,No,2,0.6976437794934168,2024-10-01,5,MGR_188,Active,0
EMP_0280,31.0,MALE,married,Bachelor,Sales,Sales Manager,2020-03-29,86260.0,"62550,69285,79700",1.0,1.0,Very High,1,No,1,3.628551675452158,2024-02-29,18,MGR_081,Active,0
EMP_1693,41.0,F,married,Bachelor,Engineering,DevOps Engineer,02/22/2015,71639.0,"55323,58691,64930",4.0,4.0,3,7,No,2,2.129118031663689,2015-09-15,0,MGR_011,Active,0
EMP_1021,39.0,M,single,BS,Sales,Sales Representative,2021-02-06,48776.0,"35522,39964,43530",2.0,5.0,3,1,Yes,3,0.6923662262861083,2023-12-09,1,MGR_038,Active,0
EMP_0903,35.0,Female,Divorced,High School,sales,Account Manager,"February 05, 2016",69525.0,62783,4.0,4.0,5,16,Yes,3,0.23564784644366732,2022-10-09,7,MGR_197,Active,0
EMP_1225,33.0,Female,Married,Master,Engineering,Software Engineer,"April 02, 2012",90453.0,"59017,62916,72064,77195",3.0,3.0,3,41,Yes,0,1.2042805195435906,2019-04-29,21,,Active,0
EMP_1818,29.0,Female,Single,Bachelors,Human Resources,HR Manager,"June 25, 2016",91129.0,,4.0,3.0,3,1,Yes,4,0.6300650579100969,2021-08-11,2,MGR_050,Active,0
EMP_1830,35.0,female,Married,Bachelor,Sales,Sales Manager,"October 11, 2014",74544.0,,4.0,5.0,High,5,No,3,0.877485807434359,2018-02-11,32,MGR_129,Active,0
EMP_0243,39.0,MALE,S,Bachelor,Sales,Account Manager,"October 11, 2016",69138.0,"54242,58926",4.0,4.0,3,12,No,1,0.9297081129188289,,0,MGR_027,Active,0
EMP_0985,34.0,MALE,Married,PhD,Enginnering,Software Engineer,"March 01, 2022",91679.0,"68035,72427,83818",5.0,1.0,2,20,No,1,2.1854346537021136,2017-04-11,16,,Active,0
EMP_0196,38.0,M,Single,BS,Marketing,Marketing Specialist,2022-04-18,42618.0,39883,2.0,2.0,1,2,No,5,0.1343141515698511,,3000,MGR_021,Resigned,1
EMP_1059,39.0,F,Married,Bachelor,Engineering,DevOps Engineer,"March 11, 2021",103897.0,,2.0,3.0,5,11,No,4,0.8245036591272802,2018-10-01,3,,Active,0
EMP_1550,44.0,Female,married,Bachelors,Engineering,DevOps Engineer,04-06-2023,106377.0,"83891,89810,95566",2.0,3.0,4,38,1,3,0.3839365458889233,2022-06-16,9,MGR_111,Resigned,1
EMP_0691,32.0,Female,Married,Bachelor,Marketing,Marketing Analyst,06-12-2012,62894.0,"53413,57095",2.0,3.0,3,50,No,1,0.6274528741269959,2015-12-16,9,,Terminated,1
EMP_1357,30.0,female,married,High School,Sales,Sales Rep,2020-10-26,54292.0,"31458,35317,40901,46948",3.0,3.0,2,3,No,2,0.5163910712949117,,3,,Active,0
EMP_1967,33.0,Male,S,Bachelors,Operations,Operations Analyst,12/29/2023,59353.0,"43285,47670,55810",3.0,3.0,3,32,0,1,6.215073470623168,2024-03-09,32,MGR_177,Active,0
EMP_1462,25.0,M,Married,Bachelor,Sales,Sales Manager,07-12-2010,95522.0,82036,3.0,2.0,4,7,FALSE,2,0.7073114790055547,2022-05-21,2,MGR_045,Active,0
EMP_1641,35.0,Female,single,High School,Human Resources,Recruiter,01-11-2023,,,3.0,3.0,4,25,No,1,0.44291496673244996,2020-05-03,7,MGR_071,Terminated,1
EMP_0891,41.0,Male,Single,Bachelor,Engineering,Jr. Software Engineer,07/20/2016,60761.0,"49639,55568",3.0,3.0,3,15,N,3,4.509547286135961,2020-06-01,81,MGR_142,Terminated,1
EMP_0802,30.0,Female,married,Master,Sales,Sales Manager,07-05-2015,86133.0,"57967,61677,67588,76479",2.0,3.0,1,50,Yes,1,1.1621603537512961,2024-10-22,14,MGR_115,Resigned,1
EMP_1257,48.0,F,single,High School,Finance,Accountant,"March 20, 2016",56088.0,51744,3.0,5.0,3,30,No,1,2.6440740425934157,2022-07-23,3,MGR_192,Active,0
EMP_0548,33.0,female,Married,Masters,Customer Support,Customer Rep,2012-08-03,40954.0,"30721,35593",4.0,4.0,Very Low,1,FALSE,1,1.647203116037609,2018-04-08,60,MGR_025,Active,0
EMP_0010,39.0,Female,Married,Master,Engineering,Senior Engineer,02-11-2021,73564.0,"49604,56796,64576",3.0,4.0,4,5,No,1,1.8879821407464863,2016-11-29,85,MGR_048,Active,0
EMP_1996,43.0,Female,Single,Master,HR,HR Generalist,20-05-2013,53309.0,,4.0,3.0,4,29,No,1,0.22249162034981207,2020-05-21,2,MGR_102,Active,0
EMP_1503,28.0,Female,Divorced,Bachelors,Finance,Accountant,2013-02-28,79292.0,"54926,60240,70260",4.0,3.0,5,27,Yes,1,1.603903891430421,2017-11-26,8,MGR_095,Terminated,1
EMP_1026,38.0,F,married,Master,IT,IT Specialist,,68841.0,64341,3.0,3.0,Very Low,18,FALSE,0,0.5544262936144656,2017-02-18,11,MGR_071,Active,0
EMP_1686,44.0,female,Married,Masters,Enginnering,Senior Engineer,"April 10, 2024",130655.0,,4.0,4.0,3,1,No,0,2.6091213052205195,2019-12-12,8,MGR_079,Terminated,1
EMP_1270,44.0,Male,married,BS,Sales,Sr. Sales Rep,07/15/2019,50695.0,45816,1.0,5.0,2,2,Yes,1,1.790132451383736,2019-01-01,15,MGR_069,Active,0
EMP_1555,33.0,male,Single,Master,Operations,Process Specialist,"March 23, 2015",64258.0,"44665,50575,54010,59221",2.0,4.0,3,18,No,2,-3.4986009465365258,2024-12-08,4,MGR_016,Active,0
EMP_1991,41.0,F,Divorced,High School,Operations,Ops Analyst,Invalid Date,42451.0,"31737,35973,37905",3.0,3.0,3,1,FALSE,2,5.470524901651474,2019-10-03,3,MGR_095,Terminated,1
EMP_0066,45.0,Female,Married,BA,Engineering,Software Engineer,07-04-2021,94513.0,"68030,77273,82510",1.0,4.0,3,1,No,6,1.4149429595026028,2020-06-13,3,MGR_120,Active,0
EMP_0426,45.0,M,Married,Masters,Human Resources,HR Specialist,06/25/2015,40637.0,"27197,31002,35285,38061",5.0,3.0,1,3,Yes,4,0.05745522937903334,,4,MGR_160,Active,0
EMP_1968,33.0,Male,single,BA,Sales,Sales Representative,19-06-2022,61019.0,,3.0,3.0,4,13,No,3,3.285404268632526,2025-02-02,9,MGR_188,Active,0
EMP_1130,37.0,M,Married,Bachelor,Enginnering,Software Engineer,23-05-2022,79150.0,"65409,73142",4.0,4.0,3,11,No,1,3.641396063136195,2021-10-02,8,,Terminated,1
EMP_1842,19.0,M,married,Bachelor,Engineering,DevOps Engineer,2010-09-27,107834.0,"66570,70581,82915,94963",2.0,3.0,Medium,13,No,2,0.7169363073722707,2015-09-04,9,MGR_187,Active,0
EMP_1893,31.0,MALE,D,BS,Marketting,Marketing Specialist,05/04/2011,50489.0,,5.0,1.0,4,15,Yes,4,1.1612049460225085,2022-02-17,1,MGR_123,Active,0
EMP_1458,38.0,male,D,High School,Engineering,Engineering Manager,,143180.0,"112540,125140",0.0,2.0,4,9,Yes,1,2.7502313314434734,2021-08-28,13,MGR_130,Active,0
EMP_9048,48.0,M,M,Bachelor,Finance,Finance Manager,01-04-2015,92272.0,"74168,83338",4.0,2.0,3,15,No,1,1.2789867070328305,2018-09-19,20,MGR_063,Active,0
EMP_1481,40.0,female,Single,High School,IT,System Admin,07/22/2010,82549.0,"56107,61210,71235",2.0,4.0,High,4,Y,1,1.9280673265554635,2023-04-29,2,MGR_016,Active,0
EMP_0489,48.0,F,Divorced,BS,Customer Support,Support Specialist,19-03-2023,47773.0,"37398,43722",2.0,5.0,Low,50,No,1,1.511370269066139,2017-01-16,5,,Active,0
EMP_1596,26.0,Female,Single,Master,IT,System Admin,08/09/2024,65304.0,56662,2.0,2.0,Very Low,25,No,0,,2016-10-29,2,MGR_098,Active,0
EMP_1845,36.0,MALE,Married,nan,Sales,Account Manager,18-11-2020,75947.0,"54594,59029,65122",,4.0,3,41,No,1,2.9887175144392657,2017-02-13,0,MGR_078,Active,0
EMP_0646,32.0,Male,single,Masters,Enginnering,Software Engineer,06-02-2013,,,2.0,5.0,4,,No,4,0.06796969644923863,2021-01-23,9,MGR_058,Active,0
EMP_1426,19.0,Female,D,Master,IT,System Admin,32-12-2021,,,4.0,4.0,2,,No,3,1.1937015757868832,2016-04-17,4,MGR_146,Active,0
EMP_1422,43.0,MALE,Single,Bachelor,Customer Service,Support Specialist,12/19/2016,56150.0,51535,5.0,4.0,1,14,No,3,1.1987477885116176,,48,MGR_148,Active,0
EMP_0821,30.0,Male,Divorced,High School,Enginnering,Software Engineer,04/18/2015,102849.0,"76335,83584,93704",4.0,3.0,3,7,0,0,1.3131470612815805,,9,MGR_052,Active,0
EMP_1165,43.0,female,D,High School,Marketing,Marketing Analyst,26-07-2021,60115.0,,5.0,4.0,2,3,Yes,2,4.561555637883471,2016-08-24,65,MGR_159,Resigned,1
EMP_0254,43.0,F,D,BA,Customer Service,CS Manager,09-06-2023,72329.0,"50104,54046,57555,63770",4.0,3.0,3,8,No,2,2.104872996340238,,3,MGR_153,Active,0
EMP_1825,36.0,female,married,Masters,HR,HR Generalist,06/18/2022,58416.0,,3.0,2.0,5,19,No,2,0.7999821225600343,2018-09-11,43,,Active,0
EMP_1052,38.0,male,Married,Master,Human Resources,Recruiter,"January 18, 2023",,,3.0,0.0,1,2,Yes,2,0.27071161010550904,2020-10-23,33,MGR_133,Resigned,1
EMP_0723,24.0,Male,married,High School,HR,Recruiter,17-07-2013,47334.0,"34381,39021,41723",2.0,5.0,3,1,No,2,1.5962608714279318,2022-01-03,39,MGR_003,Terminated,1
EMP_1249,36.0,F,S,Bachelors,Customer Service,Customer Rep,10/19/2022,36726.0,33310,,2.0,4,1,Yes,0,0.24210444747071078,,9,MGR_070,Active,0
EMP_0152,37.0,female,single,Bachelors,sales,Sales Rep,"April 21, 2018",60834.0,"48197,54390",3.0,3.0,3,26,0,3,4.809265656972764,,2000,MGR_192,Active,0
EMP_0073,34.0,F,Single,Bachelor,Marketing,Digital Marketer,"June 10, 2012",69400.0,"55546,60916",5.0,4.0,3,10,No,1,5.459044364957786,2022-10-03,38,MGR_165,Resigned,1
EMP_1245,29.0,Male,Married,Bachelors,Sales,Sales Representative,"October 13, 2022",45435.0,"28125,32249,35533,40755",3.0,3.0,5,1,No,1,5.938860639489764,2023-02-21,22,MGR_134,Active,0
EMP_1954,29.0,Female,Married,Bachelors,Customer Service,Support Specialist,2019-04-22,53623.0,"36924,41642,46741",5.0,5.0,3,17,No,3,1.1752311826914585,2022-03-25,14,,Terminated,1
EMP_0966,46.0,MALE,Single,Bachelors,Sales,Sales Representative,2018-03-08,350000.0,"278710,315341",3.0,1.0,High,2,No,1,1.1895470731371338,2020-02-20,4,MGR_107,Active,0
EMP_0419,44.0,Male,Married,High School,Customer Service,Support Specialist,05-02-2022,,,3.0,4.0,3,10,Yes,2,1.7290078156606281,2024-07-22,18,MGR_192,Terminated,1
EMP_1782,34.0,female,Divorced,Bachelor,Sales,Account Manager,"April 05, 2013",63739.0,"46956,54467",1.0,4.0,2,2,Y,4,1.05860925325821,,5,MGR_127,Active,0
EMP_1808,39.0,male,married,Bachelor,Customer Service,Customer Rep,"January 05, 2024",49195.0,"32280,37004,42143",1.0,5.0,Very High,1,No,0,0.14357313192227303,,14,MGR_042,Active,0
EMP_0520,41.0,M,Divorced,Masters,Human Resources,HR Specialist,09-08-2010,61613.0,"46712,50427,54994",4.0,2.0,Medium,9,No,1,1.2580022614146915,2021-02-26,10,MGR_043,Resigned,1
EMP_0561,37.0,M,single,Bachelors,HR,HR Manager,04/26/2010,73859.0,,2.0,3.0,Medium,11,No,3,1.228415363673079,2023-01-03,31,MGR_194,Terminated,1
EMP_9371,36.0,Female,Single,Bachelor,Marketing,Digital Marketer,2020/15/30,62030.0,54890,3.0,4.0,5,25,Yes,0,0.5875045843972743,2019-03-15,14,MGR_059,Resigned,1
EMP_1062,18.0,Female,married,Masters,Finance,Senior Analyst,"June 18, 2018",60027.0,"48351,53229",3.0,3.0,3,2,Yes,3,0.16801656800294718,2025-02-11,14,MGR_144,Active,0
EMP_0479,59.0,F,married,Bachelors,Finance,Accountant,"December 02, 2016",55240.0,,3.0,5.0,High,11,No,1,3.069280561849753,2021-04-01,17,MGR_135,Active,0
EMP_0871,33.0,Male,Married,High School,Operations,Operations Manager,2023-13-45,,,4.0,5.0,3,22,No,2,0.6047261350029508,2022-03-07,19,MGR_154,Active,0
EMP_0293,30.0,F,married,BA,HR,HR Generalist,"July 29, 2016",51179.0,,3.0,4.0,2,1,No,4,2.883373643523172,,30,MGR_196,Terminated,1
EMP_1579,29.0,Male,married,BA,Engineering,Engineering Manager,2015-05-21,143791.0,"111426,122361",4.0,5.0,3,10,N,2,0.09083976232138333,2020-11-28,1,MGR_072,Resigned,1
